,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
0,2020-11-11 19:09:00,15863.79,15863.79,15844.34,15846.36,45.504945,2020-11-11 19:09:59.999000064,721448.64640748,733.0,20.034791,317634.44978034,0
1,2020-11-11 19:10:00,15846.35,15848.35,15835.36,15839.97,43.238682,2020-11-11 19:10:59.999000064,684859.28444053,718.0,18.795452,297688.46573792,0
2,2020-11-11 19:11:00,15839.97,15839.98,15808.87,15816.68,56.367325,2020-11-11 19:11:59.999000064,891980.3154304,938.0,17.360259,274676.22534832,0
3,2020-11-11 19:12:00,15816.68,15845.46,15810.52,15828.86,46.799855,2020-11-11 19:12:59.999000064,740839.18774252,849.0,22.715319,359629.94641238,0
4,2020-11-11 19:13:00,15828.86,15845.63,15828.85,15841.83,38.239808,2020-11-11 19:13:59.999000064,605782.65761973,550.0,8.964647,141997.85529862,0
5,2020-11-11 19:14:00,15841.82,15846.36,15832.79,15833.55,24.285677,2020-11-11 19:14:59.999000064,384726.74414724,404.0,8.744804,138537.72110193,0
6,2020-11-11 19:15:00,15832.96,15841.32,15821.56,15825.56,36.445045,2020-11-11 19:15:59.999000064,576947.61502673,686.0,12.814092,202863.38430355,0
7,2020-11-11 19:16:00,15825.57,15829.07,15820.53,15828.92,29.354537,2020-11-11 19:16:59.999000064,464570.71329731,527.0,13.184916,208678.89092529,0
8,2020-11-11 19:17:00,15828.92,15840.0,15824.64,15840.0,31.13515,2020-11-11 19:17:59.999000064,492872.73731552,435.0,20.937656,331441.39543683,0
9,2020-11-11 19:18:00,15840.0,15850.0,15839.99,15849.99,43.83514,2020-11-11 19:18:59.999000064,694487.93131731,517.0,25.100302,397646.14068519,0
10,2020-11-11 19:19:00,15849.99,15856.39,15839.28,15839.29,59.23753,2020-11-11 19:19:59.999000064,939045.20864804,523.0,10.018397,158777.60496703,0
11,2020-11-11 19:20:00,15839.29,15856.0,15839.26,15856.0,21.69973,2020-11-11 19:20:59.999000064,343833.18435041,409.0,9.683267,153430.52291772,0
12,2020-11-11 19:21:00,15856.27,15862.25,15853.52,15860.04,31.998106,2020-11-11 19:21:59.999000064,507442.01839667,387.0,16.315412,258742.68223904,0
13,2020-11-11 19:22:00,15860.03,15860.03,15840.0,15840.0,34.569946,2020-11-11 19:22:59.999000064,547963.8468816,545.0,17.162865,272055.49842542,0
14,2020-11-11 19:23:00,15840.01,15848.46,15840.0,15841.98,18.133813,2020-11-11 19:23:59.999000064,287342.63124702,320.0,7.526035,119242.53675767,0
15,2020-11-11 19:24:00,15841.97,15854.71,15835.83,15853.45,20.56968,2020-11-11 19:24:59.999000064,325927.40694028,494.0,10.993391,174191.27191346,0
16,2020-11-11 19:25:00,15852.65,15852.65,15843.29,15848.12,12.075317,2020-11-11 19:25:59.999000064,191368.57006243,302.0,6.398595,101398.99415277,0
17,2020-11-11 19:26:00,15848.13,15848.13,15827.17,15834.99,23.928525,2020-11-11 19:26:59.999000064,378976.99346251,522.0,9.036281,143113.65852622,0
18,2020-11-11 19:27:00,15835.0,15842.8,15830.66,15833.24,26.554013,2020-11-11 19:27:59.999000064,420525.93384337,538.0,12.021945,190387.40096085,0
19,2020-11-11 19:28:00,15833.24,15833.25,15798.11,15804.89,82.904744,2020-11-11 19:28:59.999000064,1311415.23843458,1156.0,13.036689,206176.53389137,0
20,2020-11-11 19:29:00,15804.89,15809.5,15782.0,15783.13,86.204637,2020-11-11 19:29:59.999000064,1361169.26685425,1552.0,24.679834,389678.05329973,0
21,2020-11-11 19:30:00,15784.08,15786.0,15702.0,15762.08,283.800481,2020-11-11 19:30:59.999000064,4468729.1708034,3399.0,119.531747,1882017.03563942,0
22,2020-11-11 19:31:00,15762.07,15766.5,15740.0,15761.11,58.541781,2020-11-11 19:31:59.999000064,922197.24556784,1216.0,20.198579,318202.33573813,0
23,2020-11-11 19:32:00,15759.26,15777.0,15753.0,15771.28,85.13356,2020-11-11 19:32:59.999000064,1342238.26590558,1278.0,49.399389,778875.25232134,0
24,2020-11-11 19:33:00,15771.27,15777.0,15756.01,15764.38,52.503198,2020-11-11 19:33:59.999000064,827825.66737741,850.0,30.63957,483069.58646147,0
25,2020-11-11 19:34:00,15764.37,15777.0,15760.87,15765.0,45.049848,2020-11-11 19:34:59.999000064,710388.78631676,803.0,21.365614,336947.40110569,0
26,2020-11-11 19:35:00,15766.12,15786.16,15760.79,15777.93,79.670674,2020-11-11 19:35:59.999000064,1256727.22190324,1004.0,45.032904,710211.29376791,0
27,2020-11-11 19:36:00,15777.94,15813.95,15777.93,15811.22,104.858084,2020-11-11 19:36:59.999000064,1656461.8876265,1203.0,64.927098,1025590.89171981,0
28,2020-11-11 19:37:00,15810.49,15822.59,15807.01,15816.24,70.026017,2020-11-11 19:37:59.999000064,1107535.81739704,899.0,23.590079,373070.70778067,0
29,2020-11-11 19:38:00,15816.24,15831.75,15816.23,15824.06,78.576577,2020-11-11 19:38:59.999000064,1243433.14636434,1036.0,34.943748,552975.0647499,0
30,2020-11-11 19:39:00,15824.06,15833.49,15818.37,15818.38,43.268177,2020-11-11 19:39:59.999000064,684853.28276538,832.0,11.168054,176761.29354588,0
31,2020-11-11 19:40:00,15818.37,15831.23,15816.17,15824.96,47.794047,2020-11-11 19:40:59.999000064,756262.0356983,730.0,21.006032,332393.59105885,0
32,2020-11-11 19:41:00,15824.96,15828.06,15798.35,15799.29,65.674155,2020-11-11 19:41:59.999000064,1038480.18440711,1003.0,20.717811,327538.99255385,0
33,2020-11-11 19:42:00,15799.29,15833.33,15799.29,15827.09,28.852594,2020-11-11 19:42:59.999000064,456478.63638523,760.0,11.814533,186961.23377451,0
34,2020-11-11 19:43:00,15827.08,15833.33,15821.51,15824.68,21.610964,2020-11-11 19:43:59.999000064,342049.8249675,432.0,7.160201,113328.21966483,0
35,2020-11-11 19:44:00,15824.69,15840.2,15824.69,15837.99,45.640531,2020-11-11 19:44:59.999000064,722668.06576075,669.0,18.363488,290780.4844743,0
36,2020-11-11 19:45:00,15837.98,15841.33,15837.83,15841.32,18.828326,2020-11-11 19:45:59.999000064,298220.00684921,368.0,11.543556,182834.02258513,0
37,2020-11-11 19:46:00,15841.32,15841.5,15831.75,15837.5,24.879127,2020-11-11 19:46:59.999000064,394064.90731593,317.0,2.841974,45019.73510385,0
38,2020-11-11 19:47:00,15833.98,15833.98,15815.0,15819.76,65.730766,2020-11-11 19:47:59.999000064,1039889.68345545,541.0,20.38143,322409.45167314,0
39,2020-11-11 19:48:00,15819.76,15820.73,15810.0,15819.01,24.91734,2020-11-11 19:48:59.999000064,394075.74786132,447.0,10.838507,171411.78043341,0
40,2020-11-11 19:49:00,15819.44,15821.0,15798.38,15808.41,54.88532,2020-11-11 19:49:59.999000064,867481.17437371,796.0,21.714274,343216.43667762,0
41,2020-11-11 19:50:00,15808.41,15811.5,15795.69,15796.05,26.242669,2020-11-11 19:50:59.999000064,414685.21895606,577.0,14.111138,222992.24391018,0
42,2020-11-11 19:51:00,15796.05,15800.0,15783.0,15792.1,67.74517,2020-11-11 19:51:59.999000064,1069747.41363961,792.0,23.193843,366230.73162761,0
43,2020-11-11 19:52:00,15792.1,15796.0,15790.31,15790.42,42.955701,2020-11-11 19:52:59.999000064,678364.10555793,576.0,19.94421,314942.47147401,0
44,2020-11-11 19:53:00,15790.42,15812.0,15788.76,15809.43,31.144953,2020-11-11 19:53:59.999000064,492050.35473358,670.0,18.510055,292444.7477528,0
45,2020-11-11 19:54:00,15808.31,15820.88,15807.18,15820.09,25.739627,2020-11-11 19:54:59.999000064,407067.5559919,425.0,17.907308,283192.94329048,0
46,2020-11-11 19:55:00,15820.1,15820.1,15796.0,15803.02,22.29671,2020-11-11 19:55:59.999000064,352417.79773355,710.0,12.869113,203400.49243305,0
47,2020-11-11 19:56:00,15803.02,15812.64,15795.87,15811.66,26.640785,2020-11-11 19:56:59.999000064,421021.31123134,647.0,16.475007,260377.631503,0
48,2020-11-11 19:57:00,15811.65,15811.66,15791.45,15793.73,16.877667,2020-11-11 19:57:59.999000064,266650.03806311,645.0,8.200171,129567.18499489,0
49,2020-11-11 19:58:00,15793.73,15796.63,15787.07,15791.25,14.6083,2020-11-11 19:58:59.999000064,230689.73756286,464.0,6.319786,99797.84125633,0
50,2020-11-11 19:59:00,15791.25,15808.37,15791.25,15807.58,18.620074,2020-11-11 19:59:59.999000064,294227.3978776,399.0,11.984316,189361.16839104,0
51,2020-11-11 20:00:00,15807.58,15827.67,15807.58,15819.51,43.717972,2020-11-11 20:00:59.999000064,691594.03946755,752.0,18.542661,293332.97370281,0
52,2020-11-11 20:01:00,15819.51,15819.51,15782.07,15788.37,40.752128,2020-11-11 20:01:59.999000064,643769.82315818,980.0,16.610058,262379.61578165,0
53,2020-11-11 20:02:00,15789.07,15789.77,15759.2,15784.3,89.349727,2020-11-11 20:02:59.999000064,1409428.25021444,1151.0,38.621464,609230.15922255,0
54,2020-11-11 20:03:00,15784.43,15790.84,15774.22,15786.14,34.864044,2020-11-11 20:03:59.999000064,550341.9259095,848.0,20.959967,330844.59054508,0
55,2020-11-11 20:04:00,15786.14,15788.15,15751.52,15755.02,51.397304,2020-11-11 20:04:59.999000064,810553.67545148,1061.0,10.610465,167358.02895514,0
56,2020-11-11 20:05:00,15755.61,15763.49,15730.0,15744.98,105.121632,2020-11-11 20:05:59.999000064,1655534.38363969,1834.0,31.794878,500735.32820779,0
57,2020-11-11 20:06:00,15744.99,15755.33,15738.63,15742.55,57.349279,2020-11-11 20:06:59.999000064,902995.02265979,1171.0,21.145033,332970.95440417,0
58,2020-11-11 20:07:00,15742.32,15753.62,15730.0,15747.73,70.196934,2020-11-11 20:07:59.999000064,1105124.39546598,842.0,54.010872,850336.41704527,0
59,2020-11-11 20:08:00,15747.74,15760.18,15737.86,15738.66,47.860925,2020-11-11 20:08:59.999000064,753798.04562601,1186.0,23.159949,364790.96234749,0
60,2020-11-11 20:09:00,15738.66,15740.0,15704.0,15713.22,131.477512,2020-11-11 20:09:59.999000064,2067311.64878565,1688.0,54.393362,855272.27330095,0
61,2020-11-11 20:10:00,15713.58,15738.0,15712.01,15735.76,67.76463,2020-11-11 20:10:59.999000064,1065561.03441991,964.0,30.012506,471981.80568795,0
62,2020-11-11 20:11:00,15735.76,15739.96,15714.78,15733.36,37.043449,2020-11-11 20:11:59.999000064,582563.8707277,1116.0,18.498727,290939.16208488,0
63,2020-11-11 20:12:00,15733.35,15740.0,15728.91,15740.0,32.058488,2020-11-11 20:12:59.999000064,504429.05119734,839.0,14.482803,227880.10445157,0
64,2020-11-11 20:13:00,15739.99,15749.0,15732.09,15749.0,80.062372,2020-11-11 20:13:59.999000064,1260296.5221416,1241.0,54.412249,856443.3847903,0
65,2020-11-11 20:14:00,15749.0,15753.5,15732.07,15734.42,48.049918,2020-11-11 20:14:59.999000064,756445.81871545,950.0,20.027574,315310.57929859,0
66,2020-11-11 20:15:00,15734.42,15750.83,15732.69,15747.42,29.302466,2020-11-11 20:15:59.999000064,461375.95252479,695.0,16.208051,255190.5621412,0
67,2020-11-11 20:16:00,15747.42,15764.26,15744.02,15759.15,29.753786,2020-11-11 20:16:59.999000064,468784.15115364,695.0,16.140517,254312.76261161,0
68,2020-11-11 20:17:00,15759.17,15766.19,15756.02,15758.36,41.296499,2020-11-11 20:17:59.999000064,650928.36946222,859.0,17.739648,279619.44691933,0
69,2020-11-11 20:18:00,15758.36,15759.75,15738.33,15750.0,33.991467,2020-11-11 20:18:59.999000064,535271.0534807,730.0,15.223335,239712.63281204,0
70,2020-11-11 20:19:00,15750.0,15771.87,15750.0,15762.56,49.130822,2020-11-11 20:19:59.999000064,774315.35405075,926.0,18.039212,284325.02080198,0
71,2020-11-11 20:20:00,15762.57,15762.88,15746.0,15752.93,36.110698,2020-11-11 20:20:59.999000064,568823.84951765,805.0,17.727521,279251.42297283,0
72,2020-11-11 20:21:00,15752.93,15752.93,15742.76,15752.05,35.837595,2020-11-11 20:21:59.999000064,564387.78218645,607.0,15.675889,246837.08969774,0
73,2020-11-11 20:22:00,15752.04,15762.21,15746.74,15758.69,39.470452,2020-11-11 20:22:59.999000064,621826.67005657,640.0,20.219697,318544.47408725,0
74,2020-11-11 20:23:00,15758.25,15758.25,15735.32,15738.99,32.486028,2020-11-11 20:23:59.999000064,511429.19787234,700.0,10.979764,172860.98431873,0
75,2020-11-11 20:24:00,15738.98,15739.18,15725.35,15728.95,21.533396,2020-11-11 20:24:59.999000064,338761.96085848,669.0,7.173422,112834.43926461,0
76,2020-11-11 20:25:00,15728.95,15748.47,15728.95,15730.01,30.479115,2020-11-11 20:25:59.999000064,479675.85601067,752.0,16.201376,254964.17966669,0
77,2020-11-11 20:26:00,15731.0,15731.0,15710.97,15720.0,38.384928,2020-11-11 20:26:59.999000064,603371.88315799,732.0,14.301008,224820.6195309,0
78,2020-11-11 20:27:00,15719.99,15720.0,15652.0,15671.39,282.372049,2020-11-11 20:27:59.999000064,4427741.9037324,3514.0,105.070046,1647185.73046602,0
79,2020-11-11 20:28:00,15671.39,15687.14,15652.0,15677.0,139.447208,2020-11-11 20:28:59.999000064,2185191.97997238,1541.0,72.869024,1142269.36647592,0
80,2020-11-11 20:29:00,15676.99,15680.0,15625.71,15642.93,550.778542,2020-11-11 20:29:59.999000064,8619509.18931371,2887.0,105.831747,1655996.70014657,0
81,2020-11-11 20:30:00,15642.93,15661.67,15576.04,15614.59,351.091163,2020-11-11 20:30:59.999000064,5481445.00888797,4099.0,134.673466,2103421.66900987,0
82,2020-11-11 20:31:00,15614.59,15643.25,15600.0,15601.96,171.585996,2020-11-11 20:31:59.999000064,2680330.96809141,2189.0,83.289414,1301267.63161434,0
83,2020-11-11 20:32:00,15601.97,15625.57,15600.21,15623.0,58.34585,2020-11-11 20:32:59.999000064,911162.01875365,1385.0,28.567481,446126.3502802,0
84,2020-11-11 20:33:00,15622.1,15648.07,15611.23,15640.64,63.628669,2020-11-11 20:33:59.999000064,994424.058659,1135.0,42.224157,659960.6848901,0
85,2020-11-11 20:34:00,15640.64,15661.72,15630.0,15659.52,93.477125,2020-11-11 20:34:59.999000064,1462452.22399218,1171.0,65.721866,1028257.41508049,0
86,2020-11-11 20:35:00,15659.52,15666.66,15650.0,15652.53,49.043445,2020-11-11 20:35:59.999000064,767874.54918712,1240.0,16.012638,250717.61798021,0
87,2020-11-11 20:36:00,15653.13,15670.0,15652.56,15667.27,46.629488,2020-11-11 20:36:59.999000064,730294.05331663,1005.0,23.983648,375605.58434297,0
88,2020-11-11 20:37:00,15667.34,15690.66,15665.51,15673.59,92.847762,2020-11-11 20:37:59.999000064,1455762.74827709,1551.0,50.185529,786853.92673549,0
89,2020-11-11 20:38:00,15673.58,15680.53,15657.14,15671.51,50.849269,2020-11-11 20:38:59.999000064,796662.51967327,1215.0,18.856763,295445.42296358,0
90,2020-11-11 20:39:00,15671.52,15676.25,15659.71,15676.25,37.807647,2020-11-11 20:39:59.999000064,592311.03961532,981.0,15.042079,235647.39157021,0
91,2020-11-11 20:40:00,15676.49,15696.51,15670.0,15695.91,63.147085,2020-11-11 20:40:59.999000064,990473.8693068,1122.0,42.865372,672391.63660506,0
92,2020-11-11 20:41:00,15695.91,15695.91,15680.78,15683.53,53.327435,2020-11-11 20:41:59.999000064,836624.43558784,1189.0,27.625388,433406.02289151,0
93,2020-11-11 20:42:00,15683.53,15702.93,15681.21,15698.13,32.789586,2020-11-11 20:42:59.999000064,514644.49248418,871.0,17.374934,272741.96971614,0
94,2020-11-11 20:43:00,15698.14,15704.22,15688.11,15698.13,39.73873,2020-11-11 20:43:59.999000064,623721.56269115,803.0,13.68624,214796.31088273,0
95,2020-11-11 20:44:00,15698.14,15702.0,15679.53,15682.36,31.273634,2020-11-11 20:44:59.999000064,490800.54899338,822.0,9.642065,151326.93685447,0
96,2020-11-11 20:45:00,15682.35,15686.99,15673.38,15678.0,80.16037,2020-11-11 20:45:59.999000064,1257000.7856386,1100.0,27.385853,429408.76936196,0
97,2020-11-11 20:46:00,15677.85,15697.0,15676.5,15696.92,60.786907,2020-11-11 20:46:59.999000064,953661.58806922,679.0,47.143789,739631.47308962,0
98,2020-11-11 20:47:00,15696.87,15699.0,15683.51,15690.73,33.750934,2020-11-11 20:47:59.999000064,529633.96011355,793.0,21.128838,331590.31078343,0
99,2020-11-11 20:48:00,15690.86,15696.0,15690.86,15692.38,43.339713,2020-11-11 20:48:59.999000064,680158.16216025,610.0,25.244963,396181.77744557,0
